836	Routing through Camdozaal to the Lassar sinkhole.
837	Routing through the Myreque tunnels to the level-93 Meiyerditch cave
838	 — routing to the exact reviewed dwarf multicannon setup tile.
839	 — routing to a collision-checked tile beside the nearest exact 
840	Using the versioned locally verified 
841	 — following the reviewed interior route toward 
842	You left the unfinished task area — routing to the nearest bank before returning
843	Point boosting resumes after this existing assignment.
844	Enable Shortest Path routing in SlayerPlus settings to start a session
845	Start a session to route to a bank, gear up, and travel to your task
846	Start a session to route to 
847	Unable to read RuneLite Slayer profile key {}
848	Unable to read SlayerPlus profile key {}
849	Unable to store the last Slayer master
850	Unable to read Slayer task from the game database
851	Unable to read Slayer area from the game database
852	Non-Wilderness recommendation
853	Turael/Aya point boosting uses the current Wiki point-farming 
854	location, the lowest practical monster variant, an expeditious 
855	bracelet when owned, and a cannon only when the selected area 
856	Turael/Aya point-boost route
857	No non-Wilderness match
858	Check the assignment with your Slayer master
859	Safety rule blocked a Wilderness route because Krystilia is not the selected master.
860	Do not route into the Wilderness
861	Assigned-area data needs verification
862	Wilderness blocked unless Krystilia assigned it
863	Konar fixes the destination. Your combat preferences still shape the recommended
864	 method and cannon guidance.
865	The assignment fixes the destination, so preferences are applied only to the
866	Use the monster inside the assigned area
867	Konar — assigned area required
868	Wilderness Slayer Cave
869	Wilderness God Wars Dungeon
870	Nearest matching Wilderness spawn
871	Krystilia overrides the normal Wilderness block. Safety and low carried risk take priority
872	 over the normal profile score. 
873	Start from Ferox Enclave and use the safest route
874	Krystilia assignment active
875	Wilderness — protect-item planning required
876	The task has a Wiki-reviewed fallback destination and loadout. 
877	Task-specific equipment and inventory audit active
878	Krystilia Wilderness task
879	The task has a reviewed combat profile, but its preferred travel destination has
880	 not been added to the route catalog yet. 
881	No generated loadout is available until this task is individually reviewed. 
882	Use the nearest unlocked standard task location
883	Task-specific equipment profile active
884	Wilderness locations excluded
885	The highest-scoring catalog option is locked by an access requirement. 
886	basilisk knight
887	minigame teleport
888	 profile selected this unlocked option
889	 for its stronger loot and supply-efficiency potential
890	 for maximum kill-speed potential without a gear-cost penalty
891	; cannon preference increased its score
892	; it naturally avoids cannon use
893	; burst/barrage preference increased its score
894	; it avoids burst/barrage
895	; shard preference selected a valid shard-producing area
896	. Travel was ranked by 
897	iorwerth dungeon
898	Check assigned-area rules
899	Locked — complete Dwarf Cannon
900	Xeric's talisman to Xeric's Heart
901	Slayer ring to Slayer Tower
902	fremennik slayer dungeon
903	Slayer ring to Fremennik Slayer Dungeon
904	stronghold slayer cave
905	Slayer ring to Stronghold Slayer Cave
906	Rada's blessing to Mount Karuulm
907	Games necklace to Barbarian Outpost, then run north
908	lunar isle
909	Drakan's medallion to Darkmeyer, then enter the laboratories
910	Trouble Brewing minigame teleport, then run east
911	wilderness god wars
912	Cemetery teleport or Wilderness obelisk, then enter the Wilderness God Wars Dungeon
913	Trollheim teleport, then enter God Wars Dungeon
914	brimhaven dungeon
915	House teleport to Brimhaven, then run south
916	taverley dungeon
917	Falador teleport, then run northwest
918	Use the nearest unlocked teleport to the assigned area
919	kalphite slayer cave
920	smoke devil dungeon
921	slayer-task-locations.tsv
922	Invalid task-location row type: 
923	Duplicate task-location alias 
924	Task-location resource is empty
925	harpie bug swarms
926	Telekinetic Grab / High Level Alchemy
927	Fast Slash lure-severing weapon
928	saradomin godsword
929	abyssal whip
930	blade of saeldor
931	dragon scimitar
932	rune scimitar
933	dragon dagger p plus plus
934	dragon dagger p plus
935	slayer-regular-inventory.tsv
936	Duplicate regular inventory audit: 
937	slayer-route-plans.tsv
938	Invalid or duplicate route key 
939	Route-plan resource is empty
940	Invalid route-plan resource line 
941	Pray at the altar inside the Ancient Pyramid to switch spellbooks.
942	Pray at the Astral Altar to switch spellbooks.
943	Do not use the Dark Altar itself. Talk to Tyss beside it and ask to activate the Arceuus
944	Do not use the Dark Altar itself. Talk to Tyss beside it and ask him to lift the Arceuus
945	abyssal sire
946	the abyssal sire
947	dagannoth kings
948	duke sucellus
949	the maggot king
950	the thermonuclear smoke devil
951	Slayer NPC alias catalog contains an incomplete task: 
952	Slayer NPC alias catalog contains a blank alias: 
953	Boss exclusion is not present in the base NPC aliases: 
954	Boss NPC leaked into a standard Slayer route: 
955	slayer-task-npcs.tsv
956	Invalid NPC alias resource record: 
957	Conflicting duplicate Slayer NPC exclusion entry: 
958	Conflicting duplicate Slayer NPC alias entry: 
959	Slayer setup required
960	SWITCH SPELLBOOK
961	Magic preference applied using the current Wiki-listed elemental weakness;
962	 Automatic keeps the reviewed practical method.
963	Cannon preference applied because the individually audited task location permits
964	 a dwarf multicannon.
965	Reviewed low-risk Wilderness profile applied.
966	Krystilia assignment: individually reviewed LOW_RISK Wilderness branch applied.
967	location:ankou:stronghold_slayer_cave
968	location:ankou:stronghold_of_security
969	location:abyssal_demons:slayer_tower
970	location:bloodveld:multi_cannon
971	location:bloodveld:single_cannon
972	location:bloodveld:catacombs
973	location:bloodveld:slayer_tower
974	location:bloodveld:god_wars
975	aberrant spectres
976	location:aberrant_spectres:stronghold_slayer_cave
977	location:aberrant_spectres:catacombs
978	karuulm slayer dungeon
979	location:hellhounds:cannon
980	location:hellhounds:catacombs
981	location:greater_demons:cannon
982	location:nechryael:iorwerth
983	Research pending — loadout disabled
984	 has not yet passed individual strategy review. SlayerPlus will not invent a
985	Wilderness research pending — loadout disabled
986	 has no individually reviewed Krystilia profile. The normal-task profile is
987	 never reused in the Wilderness.
988	slayer-task-strategies.tsv
989	Duplicate Slayer strategy id 
990	Invalid Slayer profile mapping at row 
991	Unknown Slayer strategy id 
992	Invalid Slayer strategy row 
993	: expected an S or P record
994	Unable to load reviewed Slayer strategies
995	Invalid Slayer strategy at row 
996	slayer-task-aliases.tsv
997	Incomplete Slayer strategy group 
998	Disabled cannon/burst preferences were enforced with a reviewed compatible fallback.
999	 applied because this task has a reviewed viable 
1000	Automatic selected the reviewed 
1001	 Burst/Barrage preference permits this method.
1002	 Cannon preference permits this method.
1003	 Profit uses the efficient-cost equipment policy.
1004	 Fast XP forces damage gear and MAX_DPS equipment without considering item or charge
1005	slayer-task-travel-audit.tsv
1006	ME2 Caves
1007	Mor-Ul-Rek
1008	Inner Mor Ul Rek
1009	Shilo Village gem mine
1010	Tele to POH
1011	Teleport to POH
1012	Kourend & Kebos
1013	Lumbridge & Draynor
1014	Twiggy O'Korn
1015	gnome stronghold caves
1016	Gnome Stronghold Caves
1017	Slayer Stronghold
1018	morytania slayer tower
1019	Morytania Slayer Tower
1020	rellekka slayer caves
1021	rellekka caves
1022	Rellekka Slayer Caves
1023	Rellekka Caves
1024	tarn s lair
1025	Wyrmscraig Caverns
1026	wyrmscraig cavern
1027	wyrmscraig caverns
1028	inner mor ul rek
1029	shilo village gem mine
1030	shilo village mine
1031	mount karuulm
1032	tele to poh
1033	tele to poh 
1034	teleport to poh
1035	teleport to house 
1036	teleport to poh 
1037	([a-z0-9])([A-Z])
1038	(?i)<[^>]+>
1039	slayer-task-research.tsv
1040	Duplicate Slayer research entry: 
1041	Use a task-appropriate setup
1042	Task-specific combat profile
1043	Highlighted live Ghommal destination widget {} (group {})
1044	mor ul rek east bank
1045	prifddinas
1046	Travel fallback has a blank location
1047	Travel fallback location has no options: 
1048	Travel fallback has an incomplete option: 
1049	Travel fallback is authored as an unusable item state: 
1050	Duplicate travel fallback: 
1051	Slayer ring (8)
1052	Travel regression: Iorwerth Dungeon accepted a Slayer ring route
1053	Travel regression: Mourner Tunnels rejected the reviewed ME2 Caves route
1054	Travel regression: POH physical-item preference must be Max cape > Construction cape >
1055	Mor Ul Rek east bank
1056	Ghommal's hilt 6
1057	Xeric's Heart
1058	Travel regression: external teleport handoff classification is incorrect
1059	ghommal s hilt 6
1060	Travel regression: Inferno prep-bank fallback no longer starts with Ghommal's hilt 6 ->
1061	 Mor Ul Rek
1062	slayer-travel-routes.tsv
1063	Invalid travel route alias: 
1064	Invalid travel route record type: 
1065	slayer-turael-boost.tsv
1066	slayer-task-variants.tsv
1067	Invalid task-variant row type: 
1068	Task-variant resource is empty
1069	Cave Kraken Boss
1070	The Cave Kraken Boss
1071	Boss definition requires a boss variant
1072	Boss variant does not belong to this assignment
1073	 — strategy review pending
1074	Arceuus ready • 
1075	Preparation required • 
1076	Ancient Magicks ready • 
1077	Two-handed weapon — no off-hand
1078	Bank not scanned — open it once
1079	Ancient Magicks ready •
1080	Ancient Magicks •
1081	Preparation required •
